,location,total_sqft,bath,price,BHK
5039,Marathahalli,607,1.0,3500000,1
5040,Marathahalli,1583,3.0,10900000,3
5041,Marathahalli,1075,2.0,5243000,2
5042,Marathahalli,1360,2.0,10300000,2
5043,Marathahalli,1220,2.0,5850000,2
5044,Marathahalli,950,2.0,4568000,2
5045,Marathahalli,615,1.0,4400000,1
5046,Marathahalli,1595,3.0,9000000,3
5047,Marathahalli,1350,2.0,8900000,2
5048,Marathahalli,1020,2.0,5700000,2
5049,Marathahalli,1600,3.0,8800000,2
5050,Marathahalli,780,1.0,5500000,1
5051,Marathahalli,1710,3.0,10000000,3
5053,Marathahalli,1358,2.0,8100000,2
5054,Marathahalli,1205,2.0,7500000,2
5055,Marathahalli,1730,3.0,11000000,3
5056,Marathahalli,1583,3.0,11500000,3
5057,Marathahalli,1200,2.0,6700000,2
5058,Marathahalli,1095,2.0,6000000,2
5059,Marathahalli,1060,2.0,4800000,2
5060,Marathahalli,1050,2.0,6500000,2
5061,Marathahalli,1102,2.0,5367000,2
5062,Marathahalli,1026,2.0,4995000,2
5065,Marathahalli,1220,2.0,5900000,2
5066,Marathahalli,881,2.0,4806000,2
5068,Marathahalli,1710,3.0,10000000,3
5069,Marathahalli,1680,3.0,10500000,3
5070,Marathahalli,1910,3.0,11900000,3
5071,Marathahalli,1602,2.0,10400000,2
5072,Marathahalli,700,1.0,3800000,1
5073,Marathahalli,1469,3.0,8900000,3
5075,Marathahalli,1690,3.0,11600000,3
5076,Marathahalli,1065,2.0,5500000,2
5077,Marathahalli,1693,3.0,12500000,3
5078,Marathahalli,1693,3.0,12500000,3
5079,Marathahalli,1196,2.0,5790000,2
5080,Marathahalli,1595,3.0,8800000,3
5081,Marathahalli,2122,3.0,12500000,3
5082,Marathahalli,1730,3.0,11500000,3
5085,Marathahalli,1125,2.0,5500000,2
5086,Marathahalli,1950,3.0,11500000,3
5087,Marathahalli,1250,2.0,6800000,2
5088,Marathahalli,1125,2.0,5680000,2
5089,Marathahalli,1350,2.0,9000000,2
5090,Marathahalli,1200,2.0,5300000,2
5091,Marathahalli,2500,5.0,17500000,4
5092,Marathahalli,957,2.0,4700000,2
5095,Marathahalli,1350,2.0,6000000,2
5096,Marathahalli,3400,4.0,23500000,4
5097,Marathahalli,1350,2.0,9900000,2
5099,Marathahalli,1285,2.0,5500000,2
5100,Marathahalli,2500,5.0,18100000,4
5101,Marathahalli,3800,4.0,23500000,4
5102,Marathahalli,3951,4.0,23000000,4
5103,Marathahalli,1125,2.0,5480000,2
5104,Marathahalli,1700,3.0,12600000,3
5106,Marathahalli,1270,2.0,7300000,2
5108,Marathahalli,950,2.0,4670000,2
5109,Marathahalli,1550,3.0,8500000,3
5110,Marathahalli,1019,2.0,4986000,2
5111,Marathahalli,1144,2.0,6500000,2
5112,Marathahalli,1240,2.0,5500000,2
5113,Marathahalli,1156,2.0,5200000,2
5114,Marathahalli,2524,5.0,18000000,4
5115,Marathahalli,1135,2.0,6000000,2
5116,Marathahalli,1839,3.0,13000000,3
5117,Marathahalli,1170,2.0,8500000,2
5118,Marathahalli,1102,2.0,5367000,2
5119,Marathahalli,1108,2.0,6000000,3
5120,Marathahalli,1449,3.0,11000000,3
5121,Marathahalli,1360,2.0,10100000,2
5122,Marathahalli,1026,2.0,5018000,2
5125,Marathahalli,1270,2.0,8000000,2
5126,Marathahalli,1100,2.0,5000000,2
5127,Marathahalli,1196,2.0,5795000,2
5129,Marathahalli,1485,2.0,9000000,3
5130,Marathahalli,1146,2.0,6900000,2
5131,Margondanahalli,1090,2.0,5800000,2
5132,Margondanahalli,1200,2.0,5850000,2
5133,Margondanahalli,1200,2.0,6700000,2
5135,Margondanahalli,1000,2.0,5700000,2
5137,Margondanahalli,600,2.0,3500000,2
5138,Margondanahalli,1200,2.0,6900000,2
5139,Margondanahalli,900,2.0,4900000,2
5140,Margondanahalli,1140,2.0,6000000,2
5141,Margondanahalli,1100,2.0,5500000,2
5142,Margondanahalli,1152,1.0,6600000,2
5144,Margondanahalli,1200,2.0,6500000,2
5145,Margondanahalli,1050,2.0,5800000,2
5146,Margondanahalli,1160,2.0,6500000,2
5147,Margondanahalli,1334,2.0,6776000,2
5148,Marsur,1800,4.0,14500000,4
5149,Marsur,1200,3.0,9000000,3
5150,Marsur,1200,3.0,12000000,3
5151,Mico Layout,5000,9.0,21000000,9
5152,Mico Layout,1550,2.0,6500000,3
5153,Mico Layout,1125,2.0,4000000,2
5154,Mico Layout,1190,2.0,3925000,2
5155,Mico Layout,800,1.0,2950000,1
5156,Mico Layout,1250,2.0,4400000,3
5157,Mico Layout,1171,2.0,3900000,2
5158,Mico Layout,1200,2.0,5350000,2
5159,Mico Layout,1670,3.0,5900000,3
5160,Mico Layout,1140,2.0,4300000,2
5161,Munnekollal,1170,2.0,5200000,2
5162,Munnekollal,1102,2.0,5367000,2
5163,Munnekollal,1390,3.0,6800000,3
5164,Munnekollal,1200,2.0,4950000,2
5165,Munnekollal,950,2.0,4650000,2
5166,Munnekollal,1560,3.0,7500000,3
5167,Munnekollal,1750,3.0,8650000,3
5168,Munnekollal,1385,2.0,6650000,3
5169,Munnekollal,1080,2.0,4500000,2
5170,Munnekollal,1170,2.0,5900000,2
5172,Munnekollal,1200,2.0,5790000,3
5173,Munnekollal,1030,2.0,5036000,2
5174,Murugeshpalya,1296,2.0,8100000,2
5175,Murugeshpalya,1550,3.0,7400000,3
5176,Murugeshpalya,1845,3.0,9100000,3
5177,Murugeshpalya,1185,2.0,8500000,2
5178,Murugeshpalya,1225,2.0,4800000,2
5179,Murugeshpalya,1930,3.0,7500000,3
5180,Murugeshpalya,1600,2.0,6500000,3
5181,Murugeshpalya,1344,2.0,5600000,3
5182,Murugeshpalya,1500,2.0,7000000,3
5183,Murugeshpalya,1855,3.0,9600000,3
5184,Murugeshpalya,1175,2.0,7500000,2
5185,Mysore Road,1175,2.0,7350000,2
5186,Mysore Road,1710,4.0,9131000,3
5187,Mysore Road,1020,2.0,4895000,2
5188,Mysore Road,1175,2.0,7350000,2
5189,Mysore Road,1070,2.0,4500000,2
5190,Mysore Road,1239,2.0,5300000,2
5191,Mysore Road,1060,2.0,6200000,2
5192,Mysore Road,980,2.0,4547000,2
5193,Mysore Road,883,2.0,4000000,2
5194,Mysore Road,1525,3.0,9600000,3
5195,Mysore Road,1200,2.0,6500000,2
5199,Mysore Road,883,2.0,4095000,2
5200,Mysore Road,1070,2.0,4965000,2
5202,Mysore Road,883,2.0,5000000,2
5203,Mysore Road,1155,2.0,5100000,2
5204,Mysore Road,1003,2.0,4300000,2
5205,Mysore Road,1237,2.0,7300000,2
5206,Mysore Road,883,2.0,4500000,2
5207,Mysore Road,1170,2.0,6500000,2
5208,Mysore Road,942,2.0,5085500,2
5209,Mysore Road,940,2.0,4361000,2
5211,Mysore Road,1020,2.0,4895000,2
5212,Mysore Road,1568,2.0,10000000,3
5214,Mysore Road,1410,2.0,8330000,3
5215,Mysore Road,1175,2.0,7050000,2
5216,Mysore Road,1080,2.0,6000000,3
5218,Mysore Road,883,2.0,3700000,2
5220,NGR Layout,1020,2.0,4590000,2
5221,NGR Layout,1105,2.0,4973000,2
5222,NGR Layout,1022,2.0,4590000,2
5223,NGR Layout,1020,2.0,4500000,2
5224,NGR Layout,1019,2.0,4590000,2
5225,NGR Layout,1020,2.0,4600000,2
5226,NGR Layout,1021,2.0,4600000,2
5227,NGR Layout,1021,2.0,4590000,2
5228,NRI Layout,1565,2.0,7500000,3
5229,NRI Layout,2500,5.0,13000000,5
5230,NRI Layout,1125,2.0,4556000,2
5231,NRI Layout,2150,4.0,11500000,4
5232,NRI Layout,1250,2.0,7500000,2
5233,NRI Layout,1789,3.0,7500000,3
5234,NRI Layout,1731,3.0,6411000,3
5235,NRI Layout,2400,2.0,12500000,2
5236,Nagadevanahalli,1080,2.0,3900000,2
5237,Nagadevanahalli,1090,2.0,3600000,2
5238,Nagadevanahalli,1250,2.0,6500000,3
5239,Nagadevanahalli,2400,2.0,13500000,2
5240,Nagadevanahalli,1240,2.0,6500000,3
5241,Nagadevanahalli,1240,2.0,6500000,3
5242,Naganathapura,1001,2.0,3303000,2
5243,Naganathapura,1103,2.0,5500000,2
5244,Naganathapura,1143,2.0,6200000,2
5245,Naganathapura,2260,3.0,8000000,2
5246,Naganathapura,600,1.0,3300000,1
5247,Naganathapura,1451,3.0,6800000,3
5248,Naganathapura,1200,1.0,3982000,1
5249,Nagappa Reddy Layout,1209,2.0,5000000,2
5250,Nagappa Reddy Layout,1100,2.0,4350000,2
5251,Nagappa Reddy Layout,1495,2.0,6500000,3
5252,Nagappa Reddy Layout,1820,3.0,7950000,3
5253,Nagappa Reddy Layout,1350,3.0,6000000,3
5254,Nagappa Reddy Layout,1495,2.0,7000000,3
5256,Nagarbhavi,1350,3.0,15000000,3
5257,Nagarbhavi,1200,2.0,15000000,2
5259,Nagarbhavi,2400,3.0,16000000,3
5260,Nagarbhavi,1055,2.0,5500000,2
5262,Nagarbhavi,1223,2.0,6000000,2
5263,Nagarbhavi,956,2.0,4900000,2
5265,Nagarbhavi,1200,2.0,15000000,2
5268,Nagarbhavi,1145,2.0,4000000,2
5269,Nagarbhavi,300,1.0,2000000,1
5270,Nagarbhavi,1250,3.0,17500000,4
5271,Nagarbhavi,710,2.0,4000000,1
5273,Nagarbhavi,1212,2.0,5000000,2
5274,Nagarbhavi,1020,2.0,5500000,2
5276,Nagarbhavi,1120,2.0,5300000,2
5278,Nagarbhavi,1146,2.0,5000000,2
5280,Nagarbhavi,1190,2.0,6300000,2
5282,Nagarbhavi,1050,2.0,8000000,2
5283,Nagarbhavi,2500,3.0,18000000,5
5285,Nagarbhavi,1250,3.0,17000000,2
5287,Nagarbhavi,1400,2.0,13500000,3
5289,Nagarbhavi,1100,2.0,4620000,2
5290,Nagarbhavi,1080,2.0,4900000,2
5291,Nagarbhavi,1800,3.0,18000000,4
5292,Nagarbhavi,1225,2.0,5800000,2
5293,Nagasandra,980,2.0,4800000,2
5294,Nagasandra,2400,4.0,14500000,4
5295,Nagasandra,7000,8.0,45000000,4
5296,Nagasandra,1650,3.0,9500000,3
5297,Nagasandra,1500,2.0,9100000,2
5298,Nagavara,400,1.0,1400000,1
5299,Nagavara,2172,3.0,12000000,4
5301,Nagavara,2319,3.0,18000000,3
5302,Nagavara,2430,4.0,18000000,3
5303,Nagavara,936,2.0,4020000,2
5304,Nagavara,1125,2.0,4450000,2
5305,Nagavara,1315,2.0,7000000,2
5306,Nagavara,1077,2.0,5000000,2
5307,Nagavara,2496,4.0,12500000,4
5308,Nagavara,1110,2.0,4495000,2
5309,Nagavara,1247,2.0,5856000,2
5310,Nagavarapalya,1392,2.0,9900000,2
5311,Nagavarapalya,705,1.0,5250000,1
5312,Nagavarapalya,1300,3.0,8000000,3
5313,Nagavarapalya,705,1.0,5700000,1
5314,Nagavarapalya,705,1.0,5500000,1
5315,Nagavarapalya,705,1.0,5700000,1
5316,Nagavarapalya,1335,2.0,11000000,2
5317,Nagavarapalya,1260,2.0,8550000,2
5318,Narayanapura,1308,2.0,8904000,2
5319,Narayanapura,1566,3.0,8330000,3
5320,Narayanapura,1485,3.0,8500000,3
5321,Narayanapura,1302,2.0,6909999,2
5322,Narayanapura,1308,2.0,8904000,2
5323,Narayanapura,2357,3.0,13500000,3
5324,Narayanapura,2357,3.0,13500000,3
5325,Narayanapura,1469,2.0,9914000,2
5326,Neeladri Nagar,1053,2.0,4500000,2
5327,Neeladri Nagar,1363,2.0,6800000,2
5328,Neeladri Nagar,2556,3.0,13300000,3
5329,Neeladri Nagar,674,1.0,2100000,1
5330,Neeladri Nagar,527,1.0,2600000,1
5331,Neeladri Nagar,1167,2.0,3800000,3
5332,Neeladri Nagar,1060,2.0,3500000,2
5333,Neeladri Nagar,640,1.0,2050000,1
5334,Neeladri Nagar,4000,12.0,16000000,10
5335,Neeladri Nagar,1105,2.0,3000000,2
5336,Neeladri Nagar,1100,2.0,3000000,2
5337,Neeladri Nagar,2111,3.0,10300000,3
5338,Nehru Nagar,1775,3.0,11000000,3
5339,Nehru Nagar,2363,5.0,12000000,4
5340,Nehru Nagar,2342,3.0,11500000,4
5341,Nehru Nagar,967,2.0,4110000,2
5342,Nehru Nagar,1374,3.0,7200000,3
5343,Nehru Nagar,1674,3.0,9000000,3
5344,Nehru Nagar,1269,2.0,6300000,3
5345,Nehru Nagar,1100,2.0,5000000,2
5346,Nehru Nagar,1674,3.0,8100000,3
5347,OMBR Layout,2420,3.0,18500000,3
5348,OMBR Layout,1078,2.0,6500000,2
5349,OMBR Layout,1101,2.0,6550000,2
5350,OMBR Layout,1041,2.0,6550000,2
5351,OMBR Layout,1300,2.0,8000000,2
5352,OMBR Layout,1085,2.0,6400000,2
5353,OMBR Layout,1855,3.0,14500000,3
5354,OMBR Layout,1050,2.0,4800000,2
5356,OMBR Layout,1165,2.0,8850000,2
5357,OMBR Layout,1101,2.0,6600000,2
5358,OMBR Layout,3400,4.0,27500000,4
5360,Old Airport Road,2732,4.0,20400000,4
5362,Old Airport Road,3356,4.0,25100000,4
5363,Old Airport Road,1206,2.0,7500000,2
5364,Old Airport Road,2774,4.0,20700000,4
5365,Old Airport Road,2690,4.0,19100000,4
5366,Old Airport Road,2690,4.0,19900000,4
5367,Old Airport Road,1655,2.0,9765000,2
5368,Old Airport Road,1075,2.0,6000000,2
5369,Old Airport Road,1858,2.0,16700000,3
5370,Old Airport Road,1150,2.0,9000000,2
5371,Old Airport Road,2690,4.0,19100000,4
5372,Old Airport Road,2658,5.0,18700000,4
5373,Old Airport Road,946,2.0,5800000,2
5374,Old Airport Road,2774,4.0,20800000,4
5375,Old Airport Road,2774,4.0,20800000,4
5376,Old Airport Road,3200,4.0,28000000,4
5377,Old Airport Road,2690,4.0,20100000,4
5378,Old Airport Road,1145,2.0,7500000,2
5379,Old Airport Road,2732,4.0,19400000,4
5380,Old Airport Road,2658,5.0,18900000,4
5381,Old Airport Road,2774,4.0,19700000,4
5382,Old Airport Road,3496,4.0,26200000,4
5383,Old Airport Road,2774,4.0,19700000,4
5384,Old Airport Road,2732,4.0,20400000,4
5385,Old Airport Road,1798,3.0,15000000,3
5386,Old Airport Road,2774,4.0,20800000,4
5387,Old Airport Road,1184,2.0,7800000,2
5388,Old Airport Road,3504,4.0,26200000,4
5389,Old Airport Road,1055,2.0,7500000,2
5390,Old Madras Road,1425,2.0,9400000,3
5391,Old Madras Road,3630,6.0,22450000,4
5394,Old Madras Road,935,2.0,4500000,2
5396,Old Madras Road,1720,3.0,10000000,3
5397,Old Madras Road,1200,2.0,7200000,2
5398,Old Madras Road,1225,2.0,5355000,2
5399,Old Madras Road,1100,2.0,7000000,2
5400,Old Madras Road,2760,5.0,15700000,3
5401,Old Madras Road,1171,2.0,7500000,2
5402,Old Madras Road,935,2.0,4500000,2
5403,Old Madras Road,4500,7.0,29400000,5
5405,Old Madras Road,1065,2.0,4786000,2
5406,Old Madras Road,2010,3.0,12500000,4
5408,Old Madras Road,1480,2.0,8400000,3
5409,Old Madras Road,2990,5.0,21000000,3
5410,Old Madras Road,1210,2.0,7400000,2
5411,Old Madras Road,1171,2.0,7200000,2
5413,Old Madras Road,1480,3.0,9500000,3
5415,Old Madras Road,1210,2.0,8000000,2
5416,Old Madras Road,1859,3.0,12100000,3
5417,Old Madras Road,2990,5.0,17300000,3
5420,Old Madras Road,2300,3.0,14200000,3
5422,Old Madras Road,1210,2.0,8000000,2
5423,Old Madras Road,1210,2.0,7700000,2
5424,Old Madras Road,4500,7.0,28700000,5
5426,Old Madras Road,1330,2.0,7400000,2
5427,Old Madras Road,1720,3.0,10600000,3
5428,Old Madras Road,2640,5.0,15000000,3
5429,Old Madras Road,2990,3.0,17000000,3
5431,Old Madras Road,1171,2.0,7300000,2
5432,Old Madras Road,1630,3.0,11000000,3
5433,Old Madras Road,1165,2.0,5200000,2
5434,Old Madras Road,2640,2.0,17000000,2
5435,Old Madras Road,1165,2.0,5142000,2
5436,Padmanabhanagar,1020,2.0,6300000,2
5437,Padmanabhanagar,1176,2.0,6200000,2
5438,Padmanabhanagar,1258,2.0,11500000,2
5440,Padmanabhanagar,1100,2.0,6500000,2
5441,Padmanabhanagar,3400,3.0,21000000,4
5445,Padmanabhanagar,1200,2.0,6000000,2
5447,Padmanabhanagar,1000,1.0,9000000,2
5448,Padmanabhanagar,1067,2.0,5200000,2
5452,Padmanabhanagar,1100,2.0,6000000,2
5453,Padmanabhanagar,2051,3.0,18000000,3
5454,Padmanabhanagar,2051,3.0,17000000,3
5455,Pai Layout,1006,2.0,3500000,2
5456,Pai Layout,1550,2.0,9000000,3
5457,Pai Layout,1050,2.0,4000000,2
5458,Pai Layout,1400,2.0,6700000,3
5459,Pai Layout,1100,2.0,5000000,2
5460,Pai Layout,1255,2.0,8000000,2
5461,Pai Layout,1075,2.0,3500000,2
5462,Pai Layout,1400,2.0,5750000,2
5463,Pai Layout,1175,2.0,6000000,2
5464,Pai Layout,810,2.0,3450000,2
5465,Pai Layout,1000,2.0,3400000,2
5466,Pai Layout,1000,2.0,4200000,2
5467,Pai Layout,3800,6.0,17500000,6
5468,Pai Layout,1068,2.0,4800000,2
5469,Pai Layout,1510,2.0,6500000,3
5472,Panathur,1359,2.0,8700000,2
5473,Panathur,1438,2.0,10000000,2
5474,Panathur,1688,3.0,11800000,3
5476,Panathur,1198,2.0,7700000,2
5477,Panathur,1180,2.0,7000000,2
5478,Panathur,1546,3.0,9900000,3
5480,Panathur,1000,2.0,6530000,2
5481,Panathur,1109,2.0,6300000,2
5482,Panathur,1000,2.0,6800000,2
5483,Panathur,1255,2.0,7900000,2
5484,Panathur,1205,2.0,6290000,2
5485,Panathur,1198,2.0,8200000,2
5486,Panathur,1235,2.0,6500000,2
5487,Panathur,1210,2.0,8000000,2
5488,Panathur,1210,2.0,7700000,2
5489,Panathur,661,1.0,4000000,1
5490,Panathur,1210,2.0,7800000,2
5492,Panathur,1050,2.0,6000000,2
5493,Panathur,1398,2.0,9700000,2
5494,Panathur,1065,2.0,5800000,2
5495,Panathur,1007,2.0,6400000,2
5496,Panathur,1210,2.0,7793000,2
5497,Panathur,1230,2.0,8000000,2
5498,Panathur,980,2.0,5700000,2
5499,Panathur,1075,2.0,6000000,2
5500,Panathur,1210,2.0,6900000,2
5501,Panathur,1343,2.0,7600000,2
5502,Parappana Agrahara,1194,2.0,4700000,2
5503,Parappana Agrahara,1194,2.0,4700000,2
5504,Parappana Agrahara,1194,2.0,4600000,2
5505,Parappana Agrahara,1194,2.0,4700000,2
5506,Parappana Agrahara,1194,2.0,4600000,2
5507,Parappana Agrahara,1194,2.0,4700000,2
5508,Parappana Agrahara,1194,2.0,4700000,2
5509,Parappana Agrahara,1092,2.0,4300000,2
5510,Parappana Agrahara,1194,2.0,4500000,2
5511,Parappana Agrahara,1194,2.0,4600000,2
5512,Parappana Agrahara,1194,2.0,4700000,2
5513,Parappana Agrahara,1194,2.0,4700000,2
5514,Parappana Agrahara,1194,2.0,4600000,2
5515,Parappana Agrahara,1194,2.0,4600000,2
5516,Pattandur Agrahara,1550,2.0,8000000,3
5517,Pattandur Agrahara,1025,2.0,4450000,2
5518,Pattandur Agrahara,1247,2.0,5980000,2
5519,Pattandur Agrahara,900,2.0,4200000,2
5520,Pattandur Agrahara,1302,2.0,6600000,2
5521,Pattandur Agrahara,1550,2.0,8000000,3
5522,Pattandur Agrahara,1247,2.0,6235000,2
5523,Pattandur Agrahara,1350,2.0,6800000,2
5524,Poorna Pragna Layout,920,2.0,3954999,2
5527,Poorna Pragna Layout,1160,2.0,4639000,2
5530,Poorna Pragna Layout,965,2.0,4800000,2
5535,Poorna Pragna Layout,1160,2.0,4639000,2
5537,Poorna Pragna Layout,1160,2.0,4639000,2
5540,Poorna Pragna Layout,960,2.0,5000000,2
5542,Prithvi Layout,2028,4.0,16200000,4
5543,Prithvi Layout,1352,2.0,8750000,2
5544,Prithvi Layout,1190,2.0,6800000,2
5545,Prithvi Layout,1352,2.0,8500000,2
5546,Prithvi Layout,1352,2.0,7500000,2
5547,Prithvi Layout,2273,4.0,22000000,3
5548,Prithvi Layout,1352,3.0,9300000,2
5549,Prithvi Layout,2273,4.0,19200000,3
5550,Prithvi Layout,1352,2.0,7200000,2
5553,R.T. Nagar,1200,2.0,12000000,2
5555,R.T. Nagar,1040,2.0,4600000,2
5556,R.T. Nagar,1200,2.0,4500000,2
5557,R.T. Nagar,1235,2.0,6500000,2
5558,R.T. Nagar,1140,3.0,13000000,3
5559,R.T. Nagar,970,2.0,5500000,2
5560,R.T. Nagar,1560,3.0,12500000,3
5561,R.T. Nagar,1200,2.0,6000000,2
5564,R.T. Nagar,1200,3.0,14000000,3
5565,R.T. Nagar,1100,3.0,12500000,2
5566,R.T. Nagar,1150,2.0,7200000,2
5567,R.T. Nagar,1500,4.0,18500000,4
5568,R.T. Nagar,3600,8.0,16500000,9
5569,R.T. Nagar,1080,2.0,4800000,2
5570,R.T. Nagar,1325,2.0,5200000,2
5572,R.T. Nagar,1300,3.0,14500000,3
5574,R.T. Nagar,1100,2.0,8500000,2
5575,R.T. Nagar,1667,3.0,13000000,3
5576,Rachenahalli,1050,2.0,5207000,2
5578,Rachenahalli,1050,2.0,5550000,2
5580,Rachenahalli,1050,2.0,5350000,2
5582,Rachenahalli,1220,2.0,5950000,2
5583,Rachenahalli,1050,2.0,5250000,2
5585,Rachenahalli,1050,2.0,5210000,2
5586,Rachenahalli,1050,2.0,5350000,2
5587,Rachenahalli,1113,2.0,5500000,2
5591,Rachenahalli,660,1.0,3264000,1
5592,Rachenahalli,385,1.0,1980000,1
5593,Rachenahalli,1050,2.0,5250000,2
5596,Rachenahalli,690,1.0,3979999,1
5597,Rachenahalli,1050,2.0,4725000,2
5598,Rachenahalli,1050,2.0,5550000,2
5599,Rachenahalli,985,2.0,4997000,2
5600,Rachenahalli,1050,2.0,5250000,2
5601,Rachenahalli,1050,2.0,5208000,2
5603,Rachenahalli,1050,2.0,5207000,2
5605,Rachenahalli,1050,2.0,5208000,2
5606,Rachenahalli,985,2.0,4997000,2
5607,Rachenahalli,1856,3.0,10600000,3
5608,Rachenahalli,1050,2.0,5250000,2
5609,Rachenahalli,985,2.0,5017000,2
5612,Rachenahalli,985,2.0,5017000,2
5613,Rachenahalli,1050,2.0,5271000,2
5616,Raja Rajeshwari Nagar,1295,2.0,4390000,2
5617,Raja Rajeshwari Nagar,1145,2.0,4579000,2
5618,Raja Rajeshwari Nagar,1419,2.0,4810000,2
5619,Raja Rajeshwari Nagar,1295,2.0,5547000,2
5620,Raja Rajeshwari Nagar,1133,2.0,4907000,2
5621,Raja Rajeshwari Nagar,1090,2.0,4200000,2
5622,Raja Rajeshwari Nagar,1260,2.0,6739000,2
5623,Raja Rajeshwari Nagar,1141,2.0,3854999,2
5624,Raja Rajeshwari Nagar,1140,2.0,4939000,2
5625,Raja Rajeshwari Nagar,1303,2.0,5579000,2
5626,Raja Rajeshwari Nagar,600,1.0,2200000,1
5627,Raja Rajeshwari Nagar,1278,2.0,5376000,3
5628,Raja Rajeshwari Nagar,500,1.0,2500000,1
5629,Raja Rajeshwari Nagar,1143,2.0,3865000,2
5630,Raja Rajeshwari Nagar,1610,3.0,7400000,3
5631,Raja Rajeshwari Nagar,1105,2.0,6500000,2
5633,Raja Rajeshwari Nagar,1258,2.0,6353000,2
5634,Raja Rajeshwari Nagar,1128,2.0,3824000,2
5635,Raja Rajeshwari Nagar,1157,2.0,5380000,2
5636,Raja Rajeshwari Nagar,1185,2.0,4739000,2
5639,Raja Rajeshwari Nagar,1030,2.0,5000000,2
5640,Raja Rajeshwari Nagar,1144,2.0,3854999,2
5641,Raja Rajeshwari Nagar,1196,2.0,5151000,2
5642,Raja Rajeshwari Nagar,1570,3.0,8800000,3
5643,Raja Rajeshwari Nagar,1168,2.0,6100000,2
5644,Raja Rajeshwari Nagar,1306,2.0,5591000,2
5645,Raja Rajeshwari Nagar,1608,3.0,6798000,3
5647,Raja Rajeshwari Nagar,1575,2.0,7800000,3
5648,Raja Rajeshwari Nagar,1200,2.0,3500000,2
5649,Raja Rajeshwari Nagar,1151,2.0,3902000,2
5650,Raja Rajeshwari Nagar,1570,2.0,6500000,3
5652,Raja Rajeshwari Nagar,1196,2.0,5115000,2
5653,Raja Rajeshwari Nagar,1419,2.0,4800000,2
5655,Raja Rajeshwari Nagar,1295,2.0,7000000,2
5656,Raja Rajeshwari Nagar,648,1.0,3175000,1
5657,Raja Rajeshwari Nagar,1100,2.0,5500000,2
5658,Raja Rajeshwari Nagar,1140,2.0,3854999,2
5659,Raja Rajeshwari Nagar,1090,2.0,4359000,2
5661,Raja Rajeshwari Nagar,1023,2.0,4200000,2
5662,Raja Rajeshwari Nagar,1070,2.0,5000000,2
5664,Raja Rajeshwari Nagar,4800,8.0,22500000,8
5665,Raja Rajeshwari Nagar,1128,2.0,4879000,2
5666,Raja Rajeshwari Nagar,1267,2.0,4285000,2
5667,Raja Rajeshwari Nagar,550,1.0,2100000,1
5668,Raja Rajeshwari Nagar,1120,2.0,3795000,2
5669,Raja Rajeshwari Nagar,1210,2.0,4500000,2
5670,Raja Rajeshwari Nagar,1240,2.0,5327000,2
5671,Raja Rajeshwari Nagar,1395,2.0,7200000,3
5672,Raja Rajeshwari Nagar,1165,2.0,4500000,2
5673,Raja Rajeshwari Nagar,1288,2.0,7000000,3
5674,Raja Rajeshwari Nagar,1120,2.0,3797000,2
5675,Raja Rajeshwari Nagar,1140,2.0,3865000,2
5676,Raja Rajeshwari Nagar,1095,2.0,3833000,2
5677,Raja Rajeshwari Nagar,1420,2.0,6000000,3
5678,Raja Rajeshwari Nagar,1303,2.0,4417000,2
5680,Raja Rajeshwari Nagar,1185,2.0,4017000,2
5681,Raja Rajeshwari Nagar,1140,2.0,4927000,2
5683,Raja Rajeshwari Nagar,1095,2.0,3833000,2
5684,Raja Rajeshwari Nagar,1235,2.0,7500000,2
5685,Raja Rajeshwari Nagar,1280,3.0,5760000,3
5686,Raja Rajeshwari Nagar,1303,2.0,5579000,2
5687,Raja Rajeshwari Nagar,1162,2.0,6500000,2
5688,Raja Rajeshwari Nagar,1133,2.0,3840999,2
5689,Raja Rajeshwari Nagar,1151,2.0,4900000,2
5690,Raja Rajeshwari Nagar,1267,2.0,5435000,2
5692,Raja Rajeshwari Nagar,1100,2.0,5000000,2
5693,Raja Rajeshwari Nagar,1185,2.0,4017000,2
5694,Raja Rajeshwari Nagar,1751,3.0,7200000,3
5695,Raja Rajeshwari Nagar,1306,2.0,4417000,2
5696,Raja Rajeshwari Nagar,1196,2.0,4044000,2
5697,Raja Rajeshwari Nagar,1178,2.0,7500000,2
5698,Raja Rajeshwari Nagar,1128,2.0,4000000,2
5699,Raja Rajeshwari Nagar,1151,2.0,3900000,2
5701,Raja Rajeshwari Nagar,1525,2.0,9913000,3
5702,Raja Rajeshwari Nagar,1060,2.0,4800000,2
5703,Raja Rajeshwari Nagar,3900,6.0,19500000,6
5704,Raja Rajeshwari Nagar,1128,2.0,4879000,2
5706,Raja Rajeshwari Nagar,1170,2.0,5000000,2
5708,Raja Rajeshwari Nagar,1185,2.0,5115000,2
5709,Raja Rajeshwari Nagar,1255,2.0,5387000,2
5710,Raja Rajeshwari Nagar,1419,2.0,6042000,2
5711,Raja Rajeshwari Nagar,1693,3.0,7138000,3
5712,Raja Rajeshwari Nagar,3600,9.0,24000000,9
5713,Raja Rajeshwari Nagar,1196,2.0,4054000,2
5714,Raja Rajeshwari Nagar,1196,2.0,4054000,2
5717,Raja Rajeshwari Nagar,1160,2.0,7000000,2
5718,Raja Rajeshwari Nagar,1133,2.0,3836999,2
5719,Raja Rajeshwari Nagar,1140,2.0,4870000,2
